timestamp,chromosome,fitnessValue
1677175856.753209,"[1.57819278e+00 9.03766783e-01 8.26866373e-01 1.66443060e+00
 1.26606857e+00 1.56666741e+00 1.02714946e+00 6.58640522e-01
 6.00864000e+02 8.93108000e+02 7.27431000e+02 2.13431000e+03
 7.27431000e+02 2.13431000e+03 6.26603000e+02 1.66169000e+03
 1.00000000e+00 1.00000000e+00 0.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00
 2.00000000e+00]",0.1831957891870273
1677175946.240466,"[1.57819278e+00 1.31647303e+00 8.26866373e-01 1.66443060e+00
 1.26606857e+00 1.56666741e+00 1.21950058e+00 8.06637573e-01
 6.00864000e+02 7.27431000e+02 7.27431000e+02 2.13431000e+03
 7.27431000e+02 2.13431000e+03 2.12930000e+03 1.66169000e+03
 1.00000000e+00 2.00000000e+00 0.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 2.00000000e+00]",0.18330476021327433
1677175960.316471,"[1.57819278e+00 1.31647303e+00 8.26866373e-01 1.68300677e+00
 1.26606857e+00 1.56666741e+00 1.21950058e+00 6.58640522e-01
 6.00864000e+02 8.93108000e+02 7.27431000e+02 2.13431000e+03
 7.27431000e+02 2.13431000e+03 2.12930000e+03 1.66169000e+03
 2.00000000e+00 1.00000000e+00 1.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00
 2.00000000e+00]",0.1831892370873569
1677176007.267298,"[6.46594136e-01 1.58669169e+00 1.50036337e+00 1.77499636e+00
 1.42707592e+00 1.56666741e+00 1.21950058e+00 1.22009412e+00
 6.00864000e+02 8.93108000e+02 1.19908000e+03 2.13431000e+03
 7.27431000e+02 2.13431000e+03 2.12930000e+03 1.66169000e+03
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 1.00000000e+00 2.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.00000000e+00]",0.18305089152016457
1677176017.923093,"[1.57819278e+00 1.31647303e+00 8.26866373e-01 1.66443060e+00
 1.26606857e+00 1.56666741e+00 8.02462376e-01 8.06637573e-01
 6.00864000e+02 7.27431000e+02 7.27431000e+02 2.13431000e+03
 7.27431000e+02 6.26603000e+02 2.12930000e+03 1.66169000e+03
 1.00000000e+00 1.00000000e+00 1.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 2.00000000e+00
 2.00000000e+00]",0.17699801447451854
1677176020.535681,"[1.57819278e+00 1.31647303e+00 8.26866373e-01 1.66443060e+00
 1.26606857e+00 1.56666741e+00 1.21950058e+00 6.58640522e-01
 6.00864000e+02 8.93108000e+02 7.27431000e+02 2.13431000e+03
 7.27431000e+02 2.13431000e+03 2.13431000e+03 1.66169000e+03
 1.00000000e+00 1.00000000e+00 0.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00
 2.00000000e+00]",0.18591316036045388
1677176072.858865,"[8.78265874e-01 8.91560418e-01 1.50036337e+00 1.66443060e+00
 1.42707592e+00 1.56666741e+00 1.21950058e+00 1.22009412e+00
 6.00864000e+02 8.93108000e+02 1.19908000e+03 2.13431000e+03
 7.27431000e+02 6.26603000e+02 2.12930000e+03 1.66169000e+03
 0.00000000e+00 1.00000000e+00 1.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00
 2.00000000e+00]",0.18324676983096538
1677176074.90301,"[9.00000e-01 1.20000e+00 1.60000e+00 1.30000e+00 6.00000e-01 1.60000e+00
 1.00000e+00 1.20000e+00 6.00864e+02 8.93108e+02 2.13431e+03 2.13431e+03
 7.27431e+02 2.13431e+03 2.12930e+03 1.66169e+03 1.00000e+00 1.00000e+00
 0.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00 2.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 2.00000e+00]",0.18580286560046727
1677176082.657139,"[1.38344174e+00 1.31647303e+00 8.26866373e-01 1.66443060e+00
 1.26606857e+00 1.56666741e+00 1.21950058e+00 8.06637573e-01
 6.00864000e+02 7.27431000e+02 7.27431000e+02 2.13431000e+03
 7.27431000e+02 2.13431000e+03 2.12930000e+03 1.66169000e+03
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
 2.00000000e+00 1.00000000e+00 2.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 2.00000000e+00
 2.00000000e+00]",0.18318436472174668
1677176104.601562,"[1.57819278e+00 1.02736202e+00 8.26866373e-01 1.66443060e+00
 1.26606857e+00 1.56666741e+00 1.21950058e+00 6.58640522e-01
 6.00864000e+02 8.93108000e+02 7.27431000e+02 2.13431000e+03
 1.66169000e+03 2.13431000e+03 6.26603000e+02 1.66169000e+03
 1.00000000e+00 1.00000000e+00 1.00000000e+00 2.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00
 2.00000000e+00]",0.18314516748912682
